Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location
360052,GOOD SAMARITAN HOSPITAL,2222 PHILADELPHIA DRIVE,Dayton,OH,45406,MONTGOMERY,63.63636364,12.72727273,31,9.3,34,10.2,0,0,32.22727273,"2222 PHILADELPHIA DRIVE
Dayton, OH 45406
(39.787958, -84.234956)"
360179,BETHESDA NORTH,10500 MONTGOMERY ROAD,Cincinnati,OH,45242,HAMILTON,39.09090909,7.818181818,27,8.1,48,14.4,0,0,30.31818182,"10500 MONTGOMERY ROAD
Cincinnati, OH 45242
(39.251968, -84.343986)"
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,Dayton,OH,45409,MONTGOMERY,77.27272727,15.45454545,46,13.8,64,19.2,0,0,48.45454545,"ONE WYOMING STREET
Dayton, OH 45409
"
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,Shelby,NC,28150,CLEVELAND,80,16,81,24.3,36,10.8,30,6,57.1,"201 E GROVER ST
Shelby, NC 28150
(35.301837, -81.535343)"
340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,Marion,NC,28752,MCDOWELL,80,16,86,25.8,46.66666667,14,30,6,61.8,"430 RANKIN DRIVE P O BOX 730
Marion, NC 28752
(35.66409, -82.027691)"
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,Burlington,NC,27216,ALAMANCE,29,5.8,42,12.6,12,3.6,40,8,30,"1240 HUFFMAN MILL RD
Burlington, NC 27216
(36.063749, -79.502528)"
340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,High Point,NC,27261,GUILFORD,53.63636364,10.72727273,37,11.1,36,10.8,10,2,34.62727273,"601 N ELM ST
High Point, NC 27261
(35.962403, -80.012021)"
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,Grand Forks,ND,58201,GRAND FORKS,57.27272727,11.45454545,30,9,34,10.2,20,4,34.65454545,"1200 S COLUMBIA RD
Grand Forks, ND 58201
(47.910637, -97.066383)"
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,Brooklyn,NY,11213,KINGS,40,8,28,8.4,90,27,30,6,49.4,"1545 ATLANTIC AVENUE
Brooklyn, NY 11213
(40.677866, -73.937154)"
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,Bath,NY,14810,STEUBEN,52.85714286,26.42857143,,,,,100,50,76.42857143,"7571 STATE ROUTE 54
Bath, NY 14810
(42.372854, -77.278776)"
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,Greenport,NY,11944,SUFFOLK,17.77777778,3.555555556,51,15.3,43.33333333,13,50,10,41.85555556,"201 MANOR PLACE
Greenport, NY 11944
(41.11068, -72.36212)"
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,Pinehurst,NC,28374,MOORE,50,10,88,26.4,94,28.2,30,6,70.6,"155 MEMORIAL DRIVE
Pinehurst, NC 28374
(35.20722, -79.457596)"
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,Lumberton,NC,28359,ROBESON,64.54545455,12.90909091,50,15,44,13.2,40,8,49.10909091,"300 W 27 ST PO BOX 1408
Lumberton, NC 28359
(34.63649, -79.012161)"
340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,Dunn,NC,28334,HARNETT,51.11111111,10.22222222,40,12,73.33333333,22,40,8,52.22222222,"800 TILGHMAN DR
Dunn, NC 28334
(35.307713, -78.633139)"
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,Goldsboro,NC,27534,WAYNE,66.66666667,13.33333333,32,9.6,46,13.8,0,0,36.73333333,"2700 WAYNE MEMORIAL DR
Goldsboro, NC 27534
(35.400679, -77.953852)"
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,White Plains,NY,10601,WESTCHESTER,86,17.2,61,18.3,22,6.6,0,0,42.1,"41 EAST POST R0AD
White Plains, NY 10601
"
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,Lewiston,NY,14092,NIAGARA,41.11111111,8.222222222,21,6.3,35,10.5,30,6,31.02222222,"5300 MILITARY ROAD
Lewiston, NY 14092
(43.154757, -79.030561)"
330108,"ST JOSEPH'S HOSPITAL, INC",555 ST JOSEPH'S BLVD,Elmira,NY,14902,CHEMUNG,56.25,11.25,21,6.3,85,25.5,50,10,53.05,"555 ST JOSEPH'S BLVD
Elmira, NY 14902
(42.091393, -76.796843)"
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,New York,NY,10021,NEW YORK,21.81818182,4.363636364,16,4.8,62,18.6,20,4,31.76363636,"100 EAST 77TH STREET
New York, NY 10021
(40.773978, -73.960654)"
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,Lockport,NY,14094,NIAGARA,37.77777778,7.555555556,30,9,67.5,20.25,70,14,50.80555556,"521 EAST AVENUE
Lockport, NY 14094
(43.17638, -78.671075)"
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,Far Rockaway,NY,11691,QUEENS,68.88888889,13.77777778,8,2.4,12.5,3.75,0,0,19.92777778,"327 BEACH 19TH STREET
Far Rockaway, NY 11691
(40.598549, -73.752728)"
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,New York,NY,10021,NEW YORK,65.45454545,13.09090909,23,6.9,84,25.2,20,4,49.19090909,"525 EAST 68TH STREET
New York, NY 10021
(40.764059, -73.955023)"
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,Yonkers,NY,10701,WESTCHESTER,75.55555556,15.11111111,44,13.2,48,14.4,10,2,44.71111111,"976 NORTH BROADWAY
Yonkers, NY 10701
(40.967894, -73.885078)"
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,Patchogue,NY,11772,SUFFOLK,21.11111111,4.222222222,14,4.2,66,19.8,0,0,28.22222222,"101 HOSPITAL ROAD
Patchogue, NY 11772
(40.779156, -72.978132)"
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,Hornell,NY,14843,STEUBEN,36.66666667,7.333333333,43,12.9,30,9,70,14,43.23333333,"411 CANISTEO STREET
Hornell, NY 14843
(42.313509, -77.659856)"
330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,New York,NY,10003,NEW YORK,69.09090909,13.81818182,18,5.4,40,12,0,0,31.21818182,"FIRST AVENUE AT 16TH STREET
New York, NY 10003
(40.732665, -73.9816)"
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,Brooklyn,NY,11203,KINGS,20,4,16,4.8,38,11.4,0,0,20.2,"445 LENOX ROAD
Brooklyn, NY 11203
(40.654459, -73.945132)"
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,Valhalla,NY,10595,WESTCHESTER,50.90909091,10.18181818,6,1.8,32,9.6,0,0,21.58181818,"100 WOODS RD
Valhalla, NY 10595
(41.08768, -73.803897)"
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,Gallup,NM,87301,MCKINLEY,26.25,5.25,12,3.6,60,18,100,20,46.85,"516 E NIZHONI BLVD
Gallup, NM 87301
(35.508444, -108.730203)"
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,Roswell,NM,88201,CHAVES,55.55555556,11.11111111,27,8.1,38,11.4,20,4,34.61111111,"405 W COUNTRY CLUB ROAD
Roswell, NM 88201
(33.423324, -104.529495)"
320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,Las Cruces,NM,88011,DONA ANA,50.90909091,10.18181818,16,4.8,48,14.4,0,0,29.38181818,"2450 SOUTH TELSHOR BLVD
Las Cruces, NM 88011
(32.291993, -106.735018)"
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,Albuquerque,NM,87114,BERNALILLO,63.33333333,18.0952381,63,27,,,10,2.857142857,47.95238095,"10501 GOLF COURSE ROAD NW
Albuquerque, NM 87114
(35.208049, -106.676523)"
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,Rochester,NH,3867,STRAFFORD,46.66666667,9.333333333,75,22.5,43.33333333,13,20,4,48.83333333,"11 WHITEHALL ROAD
Rochester, NH 03867
(43.298198, -70.960915)"
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,Manchester,NH,3103,HILLSBOROUGH,54,10.8,22,6.6,58,17.4,0,0,34.8,"1 ELLIOT WAY
Manchester, NH 03103
(42.983851, -71.437232)"
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,Paterson,NJ,7503,PASSAIC,57.27272727,11.45454545,13,3.9,38,11.4,0,0,26.75454545,"703 MAIN ST
Paterson, NJ 07503
(40.902278, -74.166585)"
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,Vineland,NJ,8360,CUMBERLAND,77.77777778,15.55555556,18,5.4,20,6,0,0,26.95555556,"1505 W SHERMAN AVE
Vineland, NJ 08360
(39.447505, -75.058638)"
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,Stratford,NJ,8084,CAMDEN,58.88888889,11.77777778,29,8.7,80,24,0,0,44.47777778,"18 EAST LAUREL ROAD
Stratford, NJ 08084
(39.828719, -75.008886)"
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,Lakewood,NJ,8701,OCEAN,78.88888889,15.77777778,17,5.1,58,17.4,0,0,38.27777778,"600 RIVER AVE
Lakewood, NJ 08701
(40.074178, -74.21735)"
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVENUE,Atlantic City,NJ,8401,ATLANTIC,53.63636364,10.72727273,33,9.9,52,15.6,0,0,36.22727273,"1925 PACIFIC AVENUE
Atlantic City, NJ 08401
(39.357876, -74.433732)"
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,Secaucus,NJ,7094,HUDSON,76.66666667,15.33333333,14,4.2,26.66666667,8,40,8,35.53333333,"55 MEADOWLANDS PKWY
Secaucus, NJ 07094
(40.791736, -74.072165)"
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,Memphis,TN,38118,SHELBY,27.77777778,7.936507937,19,8.142857143,,,0,0,16.07936508,"3000 GETWELL RD
Memphis, TN 38118
(35.066399, -89.932243)"
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,Waynesboro,TN,38485,WAYNE,,,,,35,21,100,40,61,"103 J V MANGUBAT DR
Waynesboro, TN 38485
"
440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,Hermitage,TN,37076,DAVIDSON,69,13.8,33,9.9,42,12.6,0,0,36.3,"5655 FRIST BLVD
Hermitage, TN 37076
(36.177543, -86.607163)"
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,La Follette,TN,37766,CAMPBELL,,,16,6,26.66666667,10,0,0,16,"923 EAST CENTRAL AVENUE
La Follette, TN 37766
(36.387967, -84.111365)"
440061,VOLUNTEER COMMUNITY HOSPITAL,161 MOUNT PELIA RD,Martin,TN,38237,WEAKLEY,50,10,50,15,30,9,0,0,34,"161 MOUNT PELIA RD
Martin, TN 38237
(36.333451, -88.869384)"
440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,Nashville,TN,37232,DAVIDSON,41.81818182,8.363636364,48,14.4,46,13.8,10,2,38.56363636,"1161 21ST AVENUE SOUTH
Nashville, TN 37232
(36.143378, -86.799946)"
440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,Knoxville,TN,37920,KNOX,51.81818182,10.36363636,57,17.1,26,7.8,20,4,39.26363636,"1924 ALCOA HIGHWAY
Knoxville, TN 37920
(35.937282, -83.948635)"
440148,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,520 W MAIN ST,Smithville,TN,37166,DE KALB,78.88888889,15.77777778,56,16.8,45,13.5,20,4,50.07777778,"520 W MAIN ST
Smithville, TN 37166
(35.959403, -85.829841)"
440185,SKYRIDGE MEDICAL CENTER,2305 CHAMBLISS AVE NW,Cleveland,TN,37311,BRADLEY,50,10,32,9.6,24,7.2,20,4,30.8,"2305 CHAMBLISS AVE NW
Cleveland, TN 37311
(35.176965, -84.868485)"
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,Newport,TN,37821,COCKE,,,22,8.25,36.66666667,13.75,30,7.5,29.5,"435 2ND ST
Newport, TN 37821
(35.965067, -83.181619)"
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1040 W JEFFERSON ST,Brownsville,TX,78520,CAMERON,39.09090909,7.818181818,38,11.4,62,18.6,0,0,37.81818182,"1040 W JEFFERSON ST
Brownsville, TX 78520
(25.916569, -97.510566)"
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,Bedford,TX,76022,TARRANT,45.45454545,9.090909091,49,14.7,26,7.8,10,2,33.59090909,"1600 HOSPITAL PARKWAY
Bedford, TX 76022
(32.835348, -97.125242)"
440007,UNITED REGIONAL MEDICAL CENTER,1001 MCARTHUR ST,Manchester,TN,37355,COFFEE,46.66666667,9.333333333,95,28.5,90,27,30,6,70.83333333,"1001 MCARTHUR ST
Manchester, TN 37355
(35.469529, -86.084939)"
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,Mckenzie,TN,38201,CARROLL,85.71428571,17.14285714,38,11.4,40,12,10,2,42.54285714,"161 HOSPITAL DRIVE
Mckenzie, TN 38201
(36.13756, -88.490722)"
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,Jefferson City,TN,37760,JEFFERSON,58.88888889,11.77777778,41,12.3,46.66666667,14,0,0,38.07777778,"110 HOSPITAL DRIVE
Jefferson City, TN 37760
(36.10686, -83.51964)"
440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",Nashville,TN,37205,DAVIDSON,52.72727273,10.54545455,52,15.6,48,14.4,0,0,40.54545455,"4220 HARDING RD, PO BOX 380
Nashville, TN 37205
(36.128055, -86.842905)"
440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,Clarksville,TN,37040,MONTGOMERY,62.72727273,12.54545455,27,8.1,40,12,0,0,32.64545455,"651 DUNLOP LANE
Clarksville, TN 37040
(36.580414, -87.268485)"
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,Mount Pleasant,TX,75455,TITUS,74.44444444,14.88888889,61,18.3,33.33333333,10,30,6,49.18888889,"2001 N JEFFERSON
Mount Pleasant, TX 75455
(33.175273, -94.97043)"
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,Seguin,TX,78155,GUADALUPE,37.77777778,7.555555556,50,15,33.33333333,10,0,0,32.55555556,"1215 E COURT ST
Seguin, TX 78155
(29.569035, -97.948297)"
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,Brownwood,TX,76801,BROWN,47.77777778,9.555555556,39,11.7,46.66666667,14,0,0,35.25555556,"1501 BURNET DR
Brownwood, TX 76801
(31.677419, -98.992315)"
450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,Houston,TX,77090,HARRIS,45,12.85714286,84,36,,,20,5.714285714,54.57142857,"17080 RED OAK DRIVE
Houston, TX 77090
(30.018255, -95.444605)"
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,608 STRICKLAND DRIVE,Orange,TX,77630,ORANGE,46.25,9.25,77,23.1,80,24,0,0,56.35,"608 STRICKLAND DRIVE
Orange, TX 77630
(30.100458, -93.768661)"
450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,San Antonio,TX,782504493,BEXAR,29.09090909,5.818181818,26,7.8,35,10.5,0,0,24.11818182,"4502 MEDICAL DR
San Antonio, TX 782504493
(29.509028, -98.574643)"
450638,HOUSTON NORTHWEST MEDICAL CENTER,710 CYPRESS CREEK PARKWAY,Houston,TX,77090,HARRIS,40,8,23,6.9,36,10.8,0,0,25.7,"710 CYPRESS CREEK PARKWAY
Houston, TX 77090
(30.018099, -95.439796)"
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,Houston,TX,77082,HARRIS,75.45454545,15.09090909,15,4.5,56,16.8,0,0,36.39090909,"12141 RICHMOND AVE
Houston, TX 77082
(29.730278, -95.59486)"
450178,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,Fort Stockton,TX,79735,PECOS,,,85,51,,,50,20,71,"387 WEST I 10
Fort Stockton, TX 79735
(30.904962, -102.875306)"
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,6720 BERTNER,Houston,TX,77030,HARRIS,38.18181818,7.636363636,47,14.1,40,12,0,0,33.73636364,"6720 BERTNER
Houston, TX 77030
(29.708468, -95.399166)"
450820,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,Sugar Land,TX,77479,FORT BEND,52.72727273,10.54545455,40,12,76,22.8,10,2,47.34545455,"16655 SOUTHWEST FREEWAY
Sugar Land, TX 77479
(29.590986, -95.631198)"
450845,EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,El Paso,TX,79902,EL PASO,80,22.85714286,58,24.85714286,,,0,0,47.71428571,"1755 CURIE SUITE A
El Paso, TX 79902
"
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,Weslaco,TX,78596,HIDALGO,60,12,30,9,42,12.6,20,4,37.6,"1401 EAST EIGHT STREET
Weslaco, TX 78596
"
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,Kingsville,TX,78363,KLEBERG,54.44444444,10.88888889,45,13.5,50,15,0,0,39.38888889,"1311 EAST GENERAL CAVAZOS BLVD
Kingsville, TX 78363
(27.491403, -97.850797)"
450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,Hillsboro,TX,76645,HILL,35,7,49,14.7,30,9,40,8,38.7,"101 CIRCLE DRIVE
Hillsboro, TX 76645
(32.011484, -97.099044)"
450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,Granbury,TX,76048,HOOD,72,14.4,17,5.1,46.66666667,14,0,0,33.5,"1310 PALUXY RD
Granbury, TX 76048
(32.431753, -97.802844)"
450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,North Richland Hills,TX,76180,TARRANT,68.18181818,13.63636364,27,8.1,46,13.8,0,0,35.53636364,"4401 BOOTH CALLOWAY ROAD
North Richland Hills, TX 76180
(32.829303, -97.212235)"
490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",Roanoke,VA,24014,ROANOKE CITY,45.45454545,9.090909091,20,6,24,7.2,10,2,24.29090909,"1906 BELLEVIEW AVENUE, SE
Roanoke, VA 24014
"
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,Wytheville,VA,24382,WYTHE,33.33333333,6.666666667,51,15.3,53.33333333,16,10,2,39.96666667,"600 WEST RIDGE ROAD
Wytheville, VA 24382
(36.953247, -81.095288)"
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,Gainesville,TX,76240,COOKE,37.77777778,10.79365079,72,30.85714286,,,40,11.42857143,53.07936508,"1900 HOSPITAL BLVD
Gainesville, TX 76240
(33.645361, -97.162143)"
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,Mckinney,TX,75069,COLLIN,76.36363636,15.27272727,53,15.9,74,22.2,0,0,53.37272727,"4500 MEDICAL CENTER DRIVE
Mckinney, TX 75069
(33.159033, -96.635558)"
490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,Big Stone Gap,VA,24219,WISE,27.77777778,5.555555556,49,14.7,100,30,40,8,58.25555556,"1990 HOLTON AVENUE EAST
Big Stone Gap, VA 24219
(36.876448, -82.757355)"
490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",125 BUENA VISTA CIRCLE,South Hill,VA,23970,MECKLENBURG,67.77777778,13.55555556,40,12,80,24,40,8,57.55555556,"125 BUENA VISTA CIRCLE
South Hill, VA 23970
(36.733994, -78.132758)"
490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,Alexandria,VA,22304,ALEXANDRIA CITY,64.54545455,12.90909091,22,6.6,44,13.2,0,0,32.70909091,"4320 SEMINARY RD
Alexandria, VA 22304
(38.824128, -77.104437)"
490033,WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,Front Royal,VA,22630,WARREN,84.44444444,16.88888889,34,10.2,46.66666667,14,90,18,59.08888889,"1000 NORTH SHENANDOAH AVE
Front Royal, VA 22630
(38.930752, -78.198965)"
510072,WETZEL COUNTY HOSPITAL,#3 EAST BENJAMIN DRIVE,New Martinsville,WV,26155,WETZEL,,,37,13.875,65,24.375,10,2.5,40.75,"#3 EAST BENJAMIN DRIVE
New Martinsville, WV 26155
"
520066,MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,Janesville,WI,53547,ROCK,59.09090909,11.81818182,53,15.9,50,15,50,10,52.71818182,"1000 MINERAL POINT AVE
Janesville, WI 53547
(42.686744, -89.032725)"
450677,HUGULEY MEMORIAL MEDICAL CENTER,11801 SOUTH FREEWAY,Fort Worth,TX,76115,JOHNSON,51.81818182,10.36363636,49,14.7,72,21.6,0,0,46.66363636,"11801 SOUTH FREEWAY
Fort Worth, TX 76115
"
450834,"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,Bryan,TX,77802,BRAZOS,66.66666667,19.04761905,100,42.85714286,,,100,28.57142857,90.47619048,"3131 UNIVERSITY DRIVE EAST
Bryan, TX 77802
(30.649512, -96.296433)"
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,Murray,UT,84107,SALT LAKE,91.66666667,26.19047619,72,30.85714286,,,0,0,57.04761905,"5848 SOUTH 300 EAST
Murray, UT 84107
(40.644021, -111.898369)"
460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,Murray,UT,84157,SALT LAKE,66.36363636,13.27272727,49,14.7,38,11.4,10,2,41.37272727,"5121 SOUTH COTTONWOOD STREET
Murray, UT 84157
"
460051,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,West Jordan,UT,84088,SALT LAKE,58,11.6,31,9.3,50,15,10,2,37.9,"3580 WEST 9000 SOUTH
West Jordan, UT 84088
(40.587958, -111.975037)"
460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,Orem,UT,84057,UTAH,65.45454545,13.09090909,37,11.1,45,13.5,0,0,37.69090909,"750 WEST 800 NORTH
Orem, UT 84057
(40.312071, -111.713615)"
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,Port Angeles,WA,98362,CLALLAM,46.66666667,9.333333333,28,8.4,57.5,17.25,20,4,38.98333333,"939 CAROLINE ST
Port Angeles, WA 98362
(48.114711, -123.414281)"
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,Weston,WV,26452,LEWIS,66.66666667,13.33333333,51,15.3,50,15,70,14,57.63333333,"230 HOSPITAL PLAZA
Weston, WV 26452
(39.047801, -80.492767)"
530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,Sheridan,WY,82801,SHERIDAN,23.33333333,4.666666667,25,7.5,35,10.5,70,14,36.66666667,"1401 W 5TH ST
Sheridan, WY 82801
(44.807403, -106.974875)"
490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,Harrisonburg,VA,22801,HARRISONBURG CITY,40.90909091,8.181818182,41,12.3,66,19.8,40,8,48.28181818,"2010 HEALTH CAMPUS DRIVE
Harrisonburg, VA 22801
(38.406143, -78.85832)"
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,Aberdeen,WA,98520,GRAYS HARBOR,12.22222222,2.444444444,24,7.2,20,6,30,6,21.64444444,"915 ANDERSON DRIVE
Aberdeen, WA 98520
(46.979658, -123.846384)"
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,Vancouver,WA,98664,CLARK,41.81818182,8.363636364,34,10.2,24,7.2,60,12,37.76363636,"400 NE MOTHER JOSEPH PLACE
Vancouver, WA 98664
(45.623443, -122.580644)"
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,Richland,WA,99352,BENTON,65.45454545,13.09090909,41,12.3,22,6.6,0,0,31.99090909,"888 SWIFT BLVD
Richland, WA 99352
(46.280448, -119.282199)"
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,Olympia,WA,98502,THURSTON,51.11111111,10.22222222,38,11.4,0,0,30,6,27.62222222,"3900 CAPITAL MALL DR SW
Olympia, WA 98502
(47.041671, -122.951483)"
190106,OAKDALE COMMUNITY HOSPITAL,130 N HOSPITAL DR,Oakdale,LA,71463,ALLEN,27.5,7.857142857,37,15.85714286,,,0,0,23.71428571,"130 N HOSPITAL DR
Oakdale, LA 71463
(30.817128, -92.644791)"
190090,WINN PARISH MEDICAL CENTER,301 W BOUNDARY STREET,Winnfield,LA,71483,WINN,,,65,24.375,55,20.625,20,5,50,"301 W BOUNDARY STREET
Winnfield, LA 71483
(31.924979, -92.645139)"
190128,WOMAN'S HOSPITAL,100 WOMAN'S WAY,Baton Rouge,LA,70817,EAST BATON ROUGE,72,14.4,63,18.9,40,12,40,8,53.3,"100 WOMAN'S WAY
Baton Rouge, LA 70817
(30.385001, -91.037784)"
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,Opelousas,LA,70570,ST. LANDRY,53,10.6,31,9.3,62.5,18.75,0,0,38.65,"539 EAST PRUDHOMME STREET
Opelousas, LA 70570
(30.543462, -92.075816)"
190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,2810 AMBASSADOR CAFFERY PARKWAY,Lafayette,LA,70506,LAFAYETTE,78.18181818,15.63636364,37,11.1,32.5,9.75,10,2,38.48636364,"2810 AMBASSADOR CAFFERY PARKWAY
Lafayette, LA 70506
(30.198006, -92.075264)"
190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,Minden,LA,71055,WEBSTER,96.66666667,19.33333333,55,16.5,67.5,20.25,0,0,56.08333333,"NO 1 MEDICAL PLAZA
Minden, LA 71055
"
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,South Williamson,KY,41503,PIKE,30,6,45,13.5,70,21,30,6,46.5,"260 HOSPITAL DRIVE
South Williamson, KY 41503
(37.677201, -82.29526)"
